course_name,entry_date,student_number,student_name,class_number,grade1,grade2,grade3,grade4,grade5,grade6,note1,note2
化学基礎,2025-09-29,020,林 健太,1-B,1,2,0,84.5,,,要注意,
化学基礎,2025-09-29,001,井上 愛,1-B,0,4,0,68.4,,,,
化学基礎,2025-09-29,009,加藤 葵,2-A,4,0,,,,,要注意,
化学基礎,2025-09-29,008,木村 葵,1-A,2,4,2,,,,普通,
化学基礎,2025-09-29,013,渡辺 楓,2-B,2,3,3,87.4,,,要注意,
化学基礎,2025-09-29,016,斎藤 楓,1-A,2,4,2,76.3,,,,
化学基礎,2025-09-29,006,松本 誠,1-A,4,1,2,,,,,
化学基礎,2025-09-29,003,高橋 さくら,1-A,2,3,,75.9,,,,
化学基礎,2025-09-29,002,佐藤 誠,1-A,2,1,,78.2,81.5,,,
化学基礎,2025-09-29,007,井上 愛,2-C,4,3,1,83.5,,,良好,
化学基礎,2025-09-29,005,林 翔,1-A,2,4,3,,,,要注意,
化学基礎,2025-09-29,012,林 健太,1-A,0,0,0,,,,要注意,
化学基礎,2025-09-29,014,山口 楓,2-C,0,0,2,,,,要注意,
化学基礎,2025-09-29,004,井上 修,2-C,0,0,2,79.9,,,普通,
日本史A,2025-09-29,006,清水 優奈,1-B,2,4,,,,,,
日本史A,2025-09-29,014,高橋 さくら,2-C,0,4,4,95.1,82.0,,要注意,
日本史A,2025-09-29,015,清水 葵,1-A,4,1,3,,68.3,,良好,
日本史A,2025-09-29,001,高橋 陽菜,1-C,0,1,,68.9,,,普通,
日本史A,2025-09-29,011,清水 優奈,1-C,3,2,1,,,,良好,
日本史A,2025-09-29,012,中村 さくら,2-A,4,4,,,81.1,,,
日本史A,2025-09-29,013,小林 太郎,2-A,0,2,1,,,,要注意,
日本史A,2025-09-29,007,鈴木 剛,2-C,1,1,,89.3,,,良好,
日本史A,2025-09-29,017,佐々木 太郎,1-B,1,3,0,78.2,79.9,,普通,
日本史A,2025-09-29,016,高橋 愛,1-A,4,0,0,,,,要注意,
日本史A,2025-09-29,018,清水 花子,1-B,2,4,1,83.6,,,要注意,
日本史A,2025-09-29,020,佐々木 凛,2-A,2,1,,65.6,,,,
日本史A,2025-09-29,022,清水 愛,2-A,0,4,0,,,,,
日本史A,2025-09-29,019,井上 愛,2-C,2,0,0,85.9,,,普通,
日本史A,2025-09-29,021,山田 剛,1-C,0,2,2,92.2,90.9,,普通,
日本史A,2025-09-29,002,山田 花子,2-B,3,2,4,76.0,,,良好,
数学I,2025-10-02,013,山本 翔,2-A,1,0,4,,,,,
数学I,2025-10-02,011,伊藤 花子,1-C,1,1,4,,65.0,,,
数学I,2025-10-02,024,佐々木 葵,2-B,2,2,0,,90.0,,普通,
数学I,2025-10-02,010,林 勇,1-B,0,1,3,,,,,
数学I,2025-10-02,009,清水 健太,2-B,2,1,3,,,,良好,
数学I,2025-10-02,001,加藤 太郎,2-B,2,0,1,62.5,,,,
数学I,2025-10-02,017,斎藤 大輔,2-C,2,3,3,77.3,,,,
数学I,2025-10-02,003,鈴木 さくら,2-C,0,0,4,80.0,,,要注意,
数学I,2025-10-02,022,渡辺 凛,1-B,4,4,,95.5,,,,
数学I,2025-10-02,021,斎藤 大輔,2-C,2,3,3,,79.5,,要注意,
数学I,2025-10-02,006,伊藤 楓,1-B,0,0,4,72.1,,,良好,
数学I,2025-10-02,005,吉田 結衣,1-B,2,0,3,,75.5,,,
数学I,2025-10-02,015,伊藤 誠,1-C,2,0,4,74.4,,,,
数学I,2025-10-02,014,山田 次郎,1-B,0,3,1,77.8,84.4,,普通,
数学I,2025-10-02,008,加藤 大輔,1-A,2,4,4,,,,良好,
数学I,2025-10-02,025,加藤 愛,1-C,1,0,2,85.7,,,良好,
数学I,2025-10-02,007,山口 拓也,1-A,1,4,1,95.7,,,普通,
数学II,2025-10-02,001,加藤 剛,2-C,4,1,2,82.5,78.6,,,
数学II,2025-10-02,010,井上 結衣,2-C,4,0,0,,,,,
数学II,2025-10-02,007,山口 葵,2-B,2,3,,,,,普通,
数学II,2025-10-02,013,加藤 美咲,2-A,0,1,,,,,良好,
数学II,2025-10-02,023,小林 愛,2-C,4,3,,71.9,69.0,,,
数学II,2025-10-02,002,山本 美咲,2-B,3,4,,64.4,93.0,,良好,
数学II,2025-10-02,019,加藤 大輔,2-A,3,0,,,,,普通,
数学II,2025-10-02,012,渡辺 美咲,1-A,0,2,3,66.2,70.8,,,
数学II,2025-10-02,008,井上 凛,2-A,0,0,1,66.0,71.7,,普通,
数学II,2025-10-02,011,高橋 葵,2-A,2,2,4,,60.4,,普通,
数学II,2025-10-02,015,鈴木 美咲,1-A,1,0,2,85.7,,,,
数学II,2025-10-02,024,田中 愛,2-B,0,1,0,82.0,78.5,,,
数学II,2025-10-02,009,田中 次郎,1-B,4,2,2,,78.6,,,
数学II,2025-10-02,005,佐々木 愛,2-A,0,3,3,,,,,
数学II,2025-10-02,026,斎藤 優奈,1-B,4,0,1,84.2,,,普通,
数学II,2025-10-02,020,加藤 陽菜,1-C,1,4,,70.3,,,,
数学II,2025-10-02,018,斎藤 拓也,2-B,0,2,3,,85.8,,要注意,
数学II,2025-10-02,004,渡辺 太郎,2-C,4,0,,,,,要注意,
英語コミュニケーション,2025-10-02,014,中村 凛,2-C,2,0,0,,,,,
英語コミュニケーション,2025-10-02,016,井上 拓也,2-C,3,0,,73.4,76.3,,,
英語コミュニケーション,2025-10-02,002,松本 大輔,2-C,1,4,2,,,,,
英語コミュニケーション,2025-10-02,010,松本 拓也,2-C,1,2,,66.2,,,,
英語コミュニケーション,2025-10-02,019,林 楓,1-B,0,4,1,65.5,95.4,,良好,
英語コミュニケーション,2025-10-02,001,小林 美咲,1-B,1,2,2,67.9,,,普通,
英語コミュニケーション,2025-10-02,003,井上 修,1-A,3,2,0,,,,,
英語コミュニケーション,2025-10-02,005,清水 翔,2-B,1,1,4,,,,普通,
英語コミュニケーション,2025-10-02,009,中村 楓,1-C,3,0,1,,,,要注意,
英語コミュニケーション,2025-10-02,004,清水 美咲,2-C,4,4,2,,,,普通,
英語コミュニケーション,2025-10-02,008,小林 愛,2-A,4,3,0,,89.9,,普通,
英語コミュニケーション,2025-10-02,015,山口 凛,1-A,3,2,0,,,,要注意,
英語コミュニケーション,2025-10-02,020,山田 健太,2-B,2,4,,91.9,,,要注意,
英語コミュニケーション,2025-10-02,021,斎藤 大輔,1-B,0,1,,72.5,70.0,,良好,
英語コミュニケーション,2025-10-02,007,山田 楓,1-C,0,1,3,96.7,,,,
物理基礎,2025-10-02,006,加藤 結衣,2-A,3,1,,,84.8,,,
物理基礎,2025-10-02,007,斎藤 凛,2-B,1,3,,82.3,,,,
物理基礎,2025-10-02,011,清水 健太,1-A,4,1,3,71.4,,,,
物理基礎,2025-10-02,021,田中 陽菜,2-C,2,4,3,65.9,,,要注意,
物理基礎,2025-10-02,002,吉田 美咲,1-A,0,2,2,63.6,,,,
物理基礎,2025-10-02,001,高橋 陽菜,2-B,0,1,4,,,,,
物理基礎,2025-10-02,003,田中 凛,1-C,2,1,,,,,要注意,
物理基礎,2025-10-02,005,清水 次郎,2-C,0,2,4,,,,,
物理基礎,2025-10-02,019,佐藤 勇,2-C,4,3,,,,,要注意,
物理基礎,2025-10-02,015,中村 剛,1-B,3,3,1,,62.9,,,
物理基礎,2025-10-02,014,林 美咲,2-C,1,4,1,75.8,,,,
物理基礎,2025-10-02,012,林 翔,1-B,4,3,1,,,,,
物理基礎,2025-10-02,013,木村 誠,2-C,1,4,4,,,,,
物理基礎,2025-10-02,009,加藤 太郎,1-A,1,4,0,,62.8,,要注意,
化学基礎,2025-10-02,015,山本 太郎,1-C,3,4,,71.2,88.2,,普通,
化学基礎,2025-10-02,003,高橋 さくら,1-A,2,1,,95.0,,,,
化学基礎,2025-10-02,014,山口 楓,2-C,0,0,4,,,,,
化学基礎,2025-10-02,001,井上 愛,1-B,1,0,,65.6,92.3,,良好,
化学基礎,2025-10-02,017,伊藤 美咲,1-B,3,3,,68.7,91.8,,要注意,
化学基礎,2025-10-02,004,井上 修,2-C,0,2,0,70.3,,,良好,
化学基礎,2025-10-02,008,木村 葵,1-A,4,1,4,60.5,,,,
化学基礎,2025-10-02,002,佐藤 誠,1-A,2,1,,,,,良好,
化学基礎,2025-10-02,009,加藤 葵,2-A,1,4,4,,,,,
化学基礎,2025-10-02,005,林 翔,1-A,0,0,4,70.4,80.6,,,
化学基礎,2025-10-02,016,斎藤 楓,1-A,2,1,3,,,,,
化学基礎,2025-10-02,012,林 健太,1-A,4,2,,,,,要注意,
化学基礎,2025-10-02,018,佐藤 修,2-B,1,1,0,87.0,81.3,,要注意,
化学基礎,2025-10-02,020,林 健太,1-B,0,2,4,,,,普通,
日本史A,2025-10-02,018,清水 花子,1-B,3,0,1,,,,,
日本史A,2025-10-02,017,佐々木 太郎,1-B,0,3,1,,,,要注意,
日本史A,2025-10-02,007,鈴木 剛,2-C,0,3,,,,,良好,
日本史A,2025-10-02,001,高橋 陽菜,1-C,3,1,,94.9,,,良好,
日本史A,2025-10-02,002,山田 花子,2-B,0,4,0,76.8,,,,
日本史A,2025-10-02,004,林 花子,1-C,3,0,2,60.2,,,良好,
日本史A,2025-10-02,014,高橋 さくら,2-C,1,1,0,,84.9,,良好,
日本史A,2025-10-02,019,井上 愛,2-C,1,0,3,83.9,,,良好,
日本史A,2025-10-02,016,高橋 愛,1-A,3,1,,73.5,83.9,,良好,
日本史A,2025-10-02,010,鈴木 勇,2-C,0,1,3,,86.7,,,
日本史A,2025-10-02,013,小林 太郎,2-A,3,0,4,97.7,,,,
日本史A,2025-10-02,023,高橋 さくら,1-B,1,0,,68.6,61.2,,,
日本史A,2025-10-02,008,中村 結衣,2-C,3,0,3,,,,,
日本史A,2025-10-02,003,吉田 拓也,2-B,4,1,,,,,普通,
日本史A,2025-10-02,015,清水 葵,1-A,0,2,,87.3,,,要注意,
日本史A,2025-10-02,021,山田 剛,1-C,3,1,3,60.5,,,,
数学I,2025-10-05,011,伊藤 花子,1-C,1,3,3,,,,,
数学I,2025-10-05,016,佐藤 大輔,2-C,4,4,,94.3,,,,
数学I,2025-10-05,009,清水 健太,2-B,1,2,2,,82.7,,,
数学I,2025-10-05,019,吉田 葵,2-C,1,2,1,70.2,64.3,,良好,
数学I,2025-10-05,008,加藤 大輔,1-A,3,3,0,,,,,
数学I,2025-10-05,010,林 勇,1-B,4,4,2,75.1,79.4,,,
数学I,2025-10-05,006,伊藤 楓,1-B,2,0,0,,,,,
数学I,2025-10-05,005,吉田 結衣,1-B,2,4,,,,,,
数学I,2025-10-05,007,山口 拓也,1-A,3,0,,,91.6,,普通,
数学I,2025-10-05,002,小林 翔,1-C,3,0,,,,,,
数学I,2025-10-05,020,渡辺 美咲,2-C,2,3,2,97.7,,,要注意,
数学I,2025-10-05,017,斎藤 大輔,2-C,3,3,1,,,,,
数学I,2025-10-05,004,鈴木 美咲,2-C,3,1,0,79.1,,,要注意,
数学I,2025-10-05,015,伊藤 誠,1-C,4,2,4,,,,,
数学I,2025-10-05,018,斎藤 楓,1-B,4,0,,76.6,,,,
数学I,2025-10-05,012,松本 さくら,2-B,1,2,1,69.1,,,,
数学I,2025-10-05,013,山本 翔,2-A,0,3,,,77.4,,,
数学II,2025-10-05,020,加藤 陽菜,1-C,1,0,2,71.4,89.6,,要注意,
数学II,2025-10-05,011,高橋 葵,2-A,4,2,1,,89.7,,要注意,
数学II,2025-10-05,024,田中 愛,2-B,0,1,1,,,,,
数学II,2025-10-05,007,山口 葵,2-B,2,1,3,97.9,77.9,,,
数学II,2025-10-05,016,中村 剛,2-C,4,3,,,,,要注意,
数学II,2025-10-05,022,松本 勇,1-A,3,0,3,84.2,,,普通,
数学II,2025-10-05,003,佐々木 花子,2-B,4,3,,79.7,,,,
数学II,2025-10-05,025,渡辺 修,1-C,1,4,4,,,,,
数学II,2025-10-05,023,小林 愛,2-C,4,2,,67.9,,,,
数学II,2025-10-05,008,井上 凛,2-A,2,3,3,,,,良好,
数学II,2025-10-05,018,斎藤 拓也,2-B,1,3,,,,,良好,
数学II,2025-10-05,002,山本 美咲,2-B,3,2,0,,64.9,,良好,
数学II,2025-10-05,004,渡辺 太郎,2-C,4,4,,,,,普通,
数学II,2025-10-05,012,渡辺 美咲,1-A,0,1,0,95.1,,,要注意,
数学II,2025-10-05,021,吉田 太郎,1-B,4,1,,,,,,
数学II,2025-10-05,001,加藤 剛,2-C,4,1,3,,61.5,,要注意,
数学II,2025-10-05,006,林 剛,2-C,3,1,,,,,普通,
数学II,2025-10-05,010,井上 結衣,2-C,2,4,3,,,,,
英語コミュニケーション,2025-10-05,014,中村 凛,2-C,4,0,0,,90.3,,,
英語コミュニケーション,2025-10-05,016,井上 拓也,2-C,3,4,,79.8,95.0,,,
英語コミュニケーション,2025-10-05,009,中村 楓,1-C,0,3,4,89.6,,,要注意,
英語コミュニケーション,2025-10-05,022,渡辺 健太,2-A,1,4,,64.7,,,,
英語コミュニケーション,2025-10-05,006,小林 誠,1-A,3,3,,,95.3,,要注意,
英語コミュニケーション,2025-10-05,001,小林 美咲,1-B,0,4,4,,90.7,,,
英語コミュニケーション,2025-10-05,008,小林 愛,2-A,3,1,3,,,,,
英語コミュニケーション,2025-10-05,018,斎藤 愛,2-C,2,0,0,80.6,,,,
英語コミュニケーション,2025-10-05,021,斎藤 大輔,1-B,0,0,0,,,,普通,
英語コミュニケーション,2025-10-05,003,井上 修,1-A,1,4,1,,,,良好,
英語コミュニケーション,2025-10-05,010,松本 拓也,2-C,1,2,3,,,,,
英語コミュニケーション,2025-10-05,005,清水 翔,2-B,2,2,0,65.8,,,,
英語コミュニケーション,2025-10-05,020,山田 健太,2-B,3,4,0,,,,,
英語コミュニケーション,2025-10-05,017,井上 大輔,2-A,3,2,,83.2,77.0,,,
英語コミュニケーション,2025-10-05,011,清水 誠,1-A,2,0,4,,,,,
物理基礎,2025-10-05,002,吉田 美咲,1-A,4,3,3,81.2,,,要注意,
物理基礎,2025-10-05,003,田中 凛,1-C,4,3,1,,,,,
物理基礎,2025-10-05,019,佐藤 勇,2-C,2,0,0,,73.5,,普通,
物理基礎,2025-10-05,018,小林 拓也,1-A,4,2,,,,,良好,
物理基礎,2025-10-05,007,斎藤 凛,2-B,0,2,,69.4,,,,
物理基礎,2025-10-05,016,佐藤 剛,2-B,3,1,1,,,,,
物理基礎,2025-10-05,001,高橋 陽菜,2-B,3,1,3,87.7,98.6,,,
物理基礎,2025-10-05,012,林 翔,1-B,4,4,4,,69.4,,,
物理基礎,2025-10-05,009,加藤 太郎,1-A,4,1,3,,,,普通,
物理基礎,2025-10-05,006,加藤 結衣,2-A,2,0,0,,76.1,,普通,
物理基礎,2025-10-05,021,田中 陽菜,2-C,3,1,,69.2,,,,
物理基礎,2025-10-05,014,林 美咲,2-C,1,0,0,,,,良好,
物理基礎,2025-10-05,015,中村 剛,1-B,4,2,1,,73.3,,要注意,
物理基礎,2025-10-05,011,清水 健太,1-A,2,0,0,66.7,,,,
化学基礎,2025-10-05,014,山口 楓,2-C,3,4,,69.1,,,,
化学基礎,2025-10-05,008,木村 葵,1-A,4,0,,86.2,,,,
化学基礎,2025-10-05,017,伊藤 美咲,1-B,3,4,2,,,,良好,
化学基礎,2025-10-05,020,林 健太,1-B,3,2,1,,,,,
化学基礎,2025-10-05,016,斎藤 楓,1-A,1,0,3,,,,,
化学基礎,2025-10-05,001,井上 愛,1-B,1,4,0,76.8,,,,
化学基礎,2025-10-05,004,井上 修,2-C,4,3,3,73.9,,,要注意,
化学基礎,2025-10-05,011,山本 楓,2-B,1,1,,99.8,79.1,,,
化学基礎,2025-10-05,019,林 楓,2-B,2,3,2,,66.0,,普通,
化学基礎,2025-10-05,010,佐々木 誠,1-C,0,0,2,,,,良好,
化学基礎,2025-10-05,006,松本 誠,1-A,0,1,4,,,,要注意,
化学基礎,2025-10-05,002,佐藤 誠,1-A,2,3,0,67.3,82.3,,普通,
化学基礎,2025-10-05,018,佐藤 修,2-B,1,1,1,,,,要注意,
化学基礎,2025-10-05,013,渡辺 楓,2-B,1,1,1,93.7,96.2,,普通,
日本史A,2025-10-05,008,中村 結衣,2-C,2,0,,,,,,
日本史A,2025-10-05,016,高橋 愛,1-A,4,3,3,73.9,,,,
日本史A,2025-10-05,007,鈴木 剛,2-C,0,4,3,68.0,,,,
日本史A,2025-10-05,021,山田 剛,1-C,0,4,1,,,,,
日本史A,2025-10-05,001,高橋 陽菜,1-C,1,4,,,77.5,,,
日本史A,2025-10-05,002,山田 花子,2-B,3,3,,,64.2,,,
日本史A,2025-10-05,010,鈴木 勇,2-C,1,3,3,,71.1,,,
日本史A,2025-10-05,019,井上 愛,2-C,4,1,0,94.1,,,,
日本史A,2025-10-05,009,小林 健太,2-B,4,0,,,,,,
日本史A,2025-10-05,005,渡辺 陽菜,2-C,0,4,,79.6,60.8,,,
日本史A,2025-10-05,014,高橋 さくら,2-C,1,0,,65.5,84.1,,良好,
日本史A,2025-10-05,013,小林 太郎,2-A,2,4,,,88.2,,,
日本史A,2025-10-05,022,清水 愛,2-A,2,2,,90.3,,,良好,
日本史A,2025-10-05,018,清水 花子,1-B,3,3,4,86.9,,,,
日本史A,2025-10-05,012,中村 さくら,2-A,4,2,3,84.3,78.6,,要注意,
日本史A,2025-10-05,003,吉田 拓也,2-B,4,3,3,72.0,,,,
数学I,2025-10-08,021,斎藤 大輔,2-C,3,4,0,,,,,
数学I,2025-10-08,020,渡辺 美咲,2-C,0,0,4,,,,,
数学I,2025-10-08,025,加藤 愛,1-C,2,4,0,89.6,,,,
数学I,2025-10-08,003,鈴木 さくら,2-C,2,1,3,95.9,87.0,,要注意,
数学I,2025-10-08,012,松本 さくら,2-B,4,4,,,,,,
数学I,2025-10-08,001,加藤 太郎,2-B,4,4,2,,,,,
数学I,2025-10-08,005,吉田 結衣,1-B,2,2,1,85.7,88.6,,,
数学I,2025-10-08,015,伊藤 誠,1-C,2,1,2,,98.3,,普通,
数学I,2025-10-08,017,斎藤 大輔,2-C,4,0,,,,,,
数学I,2025-10-08,007,山口 拓也,1-A,1,3,,,60.8,,,
数学I,2025-10-08,006,伊藤 楓,1-B,3,3,0,,98.4,,要注意,
数学I,2025-10-08,023,加藤 美咲,1-C,0,4,,,91.0,,良好,
数学I,2025-10-08,004,鈴木 美咲,2-C,4,0,4,,,,要注意,
数学I,2025-10-08,008,加藤 大輔,1-A,1,4,,71.3,79.9,,,
数学I,2025-10-08,009,清水 健太,2-B,3,1,1,70.9,61.3,,,
数学I,2025-10-08,024,佐々木 葵,2-B,0,3,,69.8,,,要注意,
数学I,2025-10-08,019,吉田 葵,2-C,0,2,,60.0,61.5,,,
数学II,2025-10-08,014,山田 優奈,1-C,1,0,3,66.7,,,要注意,
数学II,2025-10-08,019,加藤 大輔,2-A,2,3,1,,,,,
数学II,2025-10-08,024,田中 愛,2-B,3,2,3,,,,良好,
数学II,2025-10-08,009,田中 次郎,1-B,2,2,4,85.4,,,良好,
数学II,2025-10-08,026,斎藤 優奈,1-B,3,0,3,,,,要注意,
数学II,2025-10-08,021,吉田 太郎,1-B,1,1,,,,,,
数学II,2025-10-08,013,加藤 美咲,2-A,2,2,1,,,,,
数学II,2025-10-08,017,山田 健太,1-A,3,1,1,61.8,,,要注意,
数学II,2025-10-08,025,渡辺 修,1-C,3,0,3,,,,,
数学II,2025-10-08,003,佐々木 花子,2-B,1,0,2,,,,普通,
数学II,2025-10-08,016,中村 剛,2-C,2,2,1,,,,,
数学II,2025-10-08,006,林 剛,2-C,3,0,2,96.8,,,良好,
数学II,2025-10-08,012,渡辺 美咲,1-A,1,4,0,96.7,,,,
数学II,2025-10-08,001,加藤 剛,2-C,0,0,0,,,,,
数学II,2025-10-08,011,高橋 葵,2-A,3,4,1,,,,,
数学II,2025-10-08,023,小林 愛,2-C,2,0,2,,,,,
数学II,2025-10-08,020,加藤 陽菜,1-C,1,2,,,,,,
数学II,2025-10-08,015,鈴木 美咲,1-A,2,4,,91.4,,,良好,
英語コミュニケーション,2025-10-08,017,井上 大輔,2-A,3,1,4,,,,,
英語コミュニケーション,2025-10-08,004,清水 美咲,2-C,4,1,1,83.5,,,要注意,
英語コミュニケーション,2025-10-08,016,井上 拓也,2-C,2,4,,,,,,
英語コミュニケーション,2025-10-08,006,小林 誠,1-A,1,2,4,71.9,,,,
英語コミュニケーション,2025-10-08,010,松本 拓也,2-C,4,1,0,,,,,
英語コミュニケーション,2025-10-08,008,小林 愛,2-A,4,3,0,,,,要注意,
英語コミュニケーション,2025-10-08,002,松本 大輔,2-C,0,4,2,70.4,,,普通,
英語コミュニケーション,2025-10-08,019,林 楓,1-B,2,3,,71.5,,,良好,
英語コミュニケーション,2025-10-08,009,中村 楓,1-C,0,2,1,96.5,,,,
英語コミュニケーション,2025-10-08,001,小林 美咲,1-B,3,0,,,,,,
英語コミュニケーション,2025-10-08,018,斎藤 愛,2-C,0,0,1,,71.4,,良好,
英語コミュニケーション,2025-10-08,021,斎藤 大輔,1-B,4,2,1,,,,要注意,
英語コミュニケーション,2025-10-08,020,山田 健太,2-B,0,1,,61.8,71.6,,,
英語コミュニケーション,2025-10-08,012,清水 勇,1-A,3,0,4,76.1,86.0,,要注意,
英語コミュニケーション,2025-10-08,022,渡辺 健太,2-A,2,2,,63.1,86.9,,普通,
物理基礎,2025-10-08,015,中村 剛,1-B,2,3,,68.1,,,普通,
物理基礎,2025-10-08,009,加藤 太郎,1-A,4,0,,70.3,,,,
物理基礎,2025-10-08,001,高橋 陽菜,2-B,0,3,2,,,,要注意,
物理基礎,2025-10-08,012,林 翔,1-B,1,2,2,98.1,,,普通,
物理基礎,2025-10-08,014,林 美咲,2-C,3,3,1,87.0,,,普通,
物理基礎,2025-10-08,021,田中 陽菜,2-C,3,2,,,,,普通,
物理基礎,2025-10-08,003,田中 凛,1-C,2,3,3,,,,,
物理基礎,2025-10-08,002,吉田 美咲,1-A,3,1,4,,,,良好,
物理基礎,2025-10-08,005,清水 次郎,2-C,1,4,,86.0,,,,
物理基礎,2025-10-08,013,木村 誠,2-C,1,4,3,77.1,,,普通,
物理基礎,2025-10-08,010,松本 拓也,2-A,1,2,,70.7,,,,
物理基礎,2025-10-08,016,佐藤 剛,2-B,1,4,3,,,,,
物理基礎,2025-10-08,017,伊藤 剛,2-C,1,2,2,,77.7,,,
物理基礎,2025-10-08,007,斎藤 凛,2-B,4,2,,,,,普通,
化学基礎,2025-10-08,017,伊藤 美咲,1-B,3,2,2,84.0,,,普通,
化学基礎,2025-10-08,015,山本 太郎,1-C,3,0,4,98.1,,,良好,
化学基礎,2025-10-08,005,林 翔,1-A,4,0,,,,,,
化学基礎,2025-10-08,003,高橋 さくら,1-A,4,1,0,,97.2,,,
化学基礎,2025-10-08,013,渡辺 楓,2-B,0,0,1,,,,,
化学基礎,2025-10-08,012,林 健太,1-A,0,3,3,,,,,
化学基礎,2025-10-08,001,井上 愛,1-B,0,2,2,,,,,
化学基礎,2025-10-08,011,山本 楓,2-B,4,2,4,79.9,,,普通,
化学基礎,2025-10-08,002,佐藤 誠,1-A,0,4,0,,,,,
化学基礎,2025-10-08,008,木村 葵,1-A,0,4,4,62.9,,,,
化学基礎,2025-10-08,019,林 楓,2-B,3,4,3,61.9,,,良好,
化学基礎,2025-10-08,018,佐藤 修,2-B,0,0,0,75.1,70.3,,,
化学基礎,2025-10-08,016,斎藤 楓,1-A,0,4,0,,,,普通,
化学基礎,2025-10-08,007,井上 愛,2-C,0,3,,80.8,,,要注意,
日本史A,2025-10-08,016,高橋 愛,1-A,0,1,4,,,,要注意,
日本史A,2025-10-08,001,高橋 陽菜,1-C,2,4,2,83.8,,,,
日本史A,2025-10-08,018,清水 花子,1-B,2,4,,,,,良好,
日本史A,2025-10-08,013,小林 太郎,2-A,2,0,,83.1,75.7,,,
日本史A,2025-10-08,006,清水 優奈,1-B,4,4,2,82.2,67.4,,,
日本史A,2025-10-08,011,清水 優奈,1-C,1,1,0,60.4,96.2,,,
日本史A,2025-10-08,002,山田 花子,2-B,3,4,,,,,,
日本史A,2025-10-08,020,佐々木 凛,2-A,2,2,4,,,,要注意,
日本史A,2025-10-08,017,佐々木 太郎,1-B,3,4,0,,62.8,,良好,
日本史A,2025-10-08,022,清水 愛,2-A,1,2,3,79.8,,,,
日本史A,2025-10-08,003,吉田 拓也,2-B,3,2,0,,,,普通,
日本史A,2025-10-08,010,鈴木 勇,2-C,3,3,3,72.6,,,普通,
日本史A,2025-10-08,019,井上 愛,2-C,1,0,,,,,,
日本史A,2025-10-08,021,山田 剛,1-C,2,0,,92.9,,,,
日本史A,2025-10-08,014,高橋 さくら,2-C,3,3,4,,,,,
日本史A,2025-10-08,007,鈴木 剛,2-C,4,3,,71.3,62.8,,良好,
数学I,2025-10-11,013,山本 翔,2-A,3,3,,,79.9,,良好,
数学I,2025-10-11,014,山田 次郎,1-B,2,0,1,,,,,
数学I,2025-10-11,010,林 勇,1-B,2,4,,88.3,,,,
数学I,2025-10-11,008,加藤 大輔,1-A,1,0,1,,89.0,,,
数学I,2025-10-11,001,加藤 太郎,2-B,4,0,4,86.6,,,要注意,
数学I,2025-10-11,005,吉田 結衣,1-B,0,3,1,,,,普通,
数学I,2025-10-11,020,渡辺 美咲,2-C,0,3,3,,61.1,,良好,
数学I,2025-10-11,003,鈴木 さくら,2-C,0,4,0,,,,,
数学I,2025-10-11,021,斎藤 大輔,2-C,1,2,1,,,,要注意,
数学I,2025-10-11,024,佐々木 葵,2-B,3,3,2,70.9,,,普通,
数学I,2025-10-11,007,山口 拓也,1-A,0,4,2,,,,,
数学I,2025-10-11,012,松本 さくら,2-B,0,4,,,,,,
数学I,2025-10-11,022,渡辺 凛,1-B,1,2,,,95.4,,,
数学I,2025-10-11,016,佐藤 大輔,2-C,2,3,1,,,,普通,
数学I,2025-10-11,017,斎藤 大輔,2-C,1,4,3,,89.5,,良好,
数学I,2025-10-11,025,加藤 愛,1-C,3,4,3,62.4,,,,
数学I,2025-10-11,009,清水 健太,2-B,4,2,0,96.6,92.4,,,
数学II,2025-10-11,024,田中 愛,2-B,1,4,4,,73.7,,良好,
数学II,2025-10-11,001,加藤 剛,2-C,1,2,0,,,,良好,
数学II,2025-10-11,008,井上 凛,2-A,3,2,2,66.9,,,良好,
数学II,2025-10-11,012,渡辺 美咲,1-A,3,4,3,,86.1,,,
数学II,2025-10-11,019,加藤 大輔,2-A,4,4,2,88.9,,,,
数学II,2025-10-11,020,加藤 陽菜,1-C,3,0,,94.2,92.7,,普通,
数学II,2025-10-11,017,山田 健太,1-A,4,2,0,95.9,,,,
数学II,2025-10-11,013,加藤 美咲,2-A,4,1,,61.8,93.7,,普通,
数学II,2025-10-11,005,佐々木 愛,2-A,3,3,0,74.7,,,,
数学II,2025-10-11,015,鈴木 美咲,1-A,4,3,4,88.7,,,良好,
数学II,2025-10-11,026,斎藤 優奈,1-B,3,4,,,85.6,,,
数学II,2025-10-11,023,小林 愛,2-C,1,4,3,90.2,,,良好,
数学II,2025-10-11,007,山口 葵,2-B,1,0,0,,,,,
数学II,2025-10-11,021,吉田 太郎,1-B,2,2,,65.1,,,,
数学II,2025-10-11,009,田中 次郎,1-B,4,4,1,86.1,,,良好,
数学II,2025-10-11,016,中村 剛,2-C,2,1,,91.9,,,要注意,
数学II,2025-10-11,010,井上 結衣,2-C,4,3,1,,,,要注意,
数学II,2025-10-11,003,佐々木 花子,2-B,4,1,1,69.7,,,普通,
英語コミュニケーション,2025-10-11,005,清水 翔,2-B,1,3,3,,,,,
英語コミュニケーション,2025-10-11,004,清水 美咲,2-C,1,2,2,,,,,
英語コミュニケーション,2025-10-11,001,小林 美咲,1-B,3,4,0,,,,,
